LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2023-08-23 14:36:05,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:05,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:05,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:05,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:05,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:05,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:05,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:05,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:05,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:05,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:05,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:05,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:05,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:05,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:05,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:05,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:05,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:05,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:05,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:05,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:05,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:05,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:05,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:05,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:05,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:05,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-74, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:05,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:05,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:05,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:05,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:06,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-74, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:06,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:06,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:06,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:06,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-74, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:06,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:06,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:06,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:06,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:07,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:07,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:07,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:07,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:07,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:07,1900-01-00 00:00:00,,16:C0:90:4D:7E:0A,-80,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 14:36:07,1900-01-00 00:00:00,,16:C0:90:4D:7E:0A,-81,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 14:36:07,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:07,1900-01-00 00:00:00,,16:C0:90:4D:7E:0A,-80,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 14:36:07,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:07,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:07,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:08,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:08,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-74, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:08,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-74, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:08,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-74, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:08,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:08,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:08,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-74, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:08,1900-01-00 00:00:00,,16:C0:90:4D:7E:0A,-79,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 14:36:08,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:08,1900-01-00 00:00:00,,16:C0:90:4D:7E:0A,-80,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 14:36:08,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:09,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:09,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:09,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:09,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:09,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:09,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:09,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-60, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:09,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-70, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:09,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-70, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:10,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:10,1900-01-00 00:00:00,,16:C0:90:4D:7E:0A,-78,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 14:36:10,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-70, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:10,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-70, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:10,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:10,1900-01-00 00:00:00,,16:C0:90:4D:7E:0A,-78,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 14:36:10,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:10,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:10,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:10,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:10,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:11,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:11,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:11,1900-01-00 00:00:00,,16:C0:90:4D:7E:0A,-78,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 14:36:11,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:11,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-60, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:11,1900-01-00 00:00:00,,16:C0:90:4D:7E:0A,-78,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 14:36:11,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:11,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:11,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:11,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-69, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:11,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:12,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:12,1900-01-00 00:00:00,,16:C0:90:4D:7E:0A,-78,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 14:36:12,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:12,1900-01-00 00:00:00,,16:C0:90:4D:7E:0A,-77,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 14:36:12,1900-01-00 00:00:00,,16:C0:90:4D:7E:0A,-77,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 14:36:12,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:12,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-70, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:12,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:12,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-60, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:12,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-60, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:12,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-69, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:13,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-70, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:13,1900-01-00 00:00:00,,98:97:CC:96:F5:5D,-72,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 14:36:13,1900-01-00 00:00:00,,16:C0:90:4D:7E:0A,-78,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 14:36:13,1900-01-00 00:00:00,,16:C0:90:4D:7E:0A,-78,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 14:36:13,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-70, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:13,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-60, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:13,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:13,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:13,1900-01-00 00:00:00,,16:C0:90:4D:7E:0A,-78,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 14:36:13,1900-01-00 00:00:00,,16:C0:90:4D:7E:0A,-78,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 14:36:13,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:13,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:13,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:13,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-70, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:13,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:14,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:14,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-70, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:14,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:14,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:14,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-70, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:14,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:14,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:14,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:14,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:14,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:15,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:15,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:15,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:15,1900-01-00 00:00:00,,16:C0:90:4D:7E:0A,-80,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 14:36:15,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:15,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:15,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:15,1900-01-00 00:00:00,,16:C0:90:4D:7E:0A,-81,,0.000000,0.000000,0.000,0.000,Client
2023-08-23 14:36:15,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:15,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:15,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:15,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:15,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-69, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:16,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-69, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:16,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-66, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:16,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:16,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:16,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:16,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:16,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:16,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-61, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:16,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-23 14:36:16,1900-01-00 00:00:00,Patrick,BA:AB:BE:34:00:00,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
